City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
699,Chicama,PE,-7.8447,-79.1469,59.54,79,10,3.49,clear sky
700,Coutances,FR,49.05,-1.4333,58.98,57,45,9.62,scattered clouds
701,Okhotsk,RU,59.3833,143.3,29.8,88,58,3.24,broken clouds
702,Lockhart,US,28.6194,-81.4426,73.44,77,0,1.01,clear sky
703,Scarborough,GB,54.2797,-0.4044,51.93,73,99,1.99,overcast clouds
704,Urumqi,CN,43.801,87.6005,90.55,11,0,8.95,clear sky
705,George,ZA,-33.963,22.4617,68.43,60,100,4.56,overcast clouds
706,Kinsale,IE,51.7075,-8.5306,61.23,62,40,5.75,scattered clouds
707,Svetlaya,RU,46.5389,138.3297,39.38,94,99,7.36,moderate rain
708,Yugo-Kamskiy,RU,57.7053,55.5894,55.42,51,89,14.14,overcast clouds
709,Mizan Teferi,ET,6.9833,35.5833,74.98,70,62,3.09,light rain
710,Yaan,NG,7.3833,8.5667,86.76,57,100,2.28,overcast clouds
711,Artyom,AZ,40.4723,50.333,62.74,69,90,24.16,overcast clouds
712,Palembang,ID,-2.9167,104.7458,82.49,74,40,10.36,scattered clouds
713,Bermeo,ES,43.4209,-2.7215,60.49,75,98,17.13,overcast clouds
714,Carutapera,BR,-1.195,-46.02,75.36,95,99,2.91,overcast clouds
